央卫频晴,#genre#
山西卫视频晴,P2p://66.42.60.221:6001/68711ae7000c5e5301dace668f2f4ff9.ts
辽宁卫视频晴,P2p://66.42.60.221:6001/68712552000575a702037e992553d792.ts
河北卫视频晴,P2p://66.42.60.221:6001/687127430003d9c4020b1398c7364d37.ts
河南卫视频晴,P2p://66.42.60.221:6001/687119d30003191d01d695e6c62bb1e4.ts
江西卫视频晴,P2p://66.42.60.221:6001/68711ea40007b7b801e9677d294543f9.ts
四川卫视频晴,P2p://66.42.60.221:6001/687124d9000f0bc20201a86576584787.ts
重庆卫视频晴,P2p://66.42.60.221:6001/687126c7000f3c9602093222f407dd33.ts
贵州卫视频晴,P2p://66.42.60.221:6001/6871250d000bd1c9020272b278641747.ts
湖北卫视频晴,P2p://66.42.60.221:6001/68712590000670a70204710905df733e.ts
广西卫视频晴,P2p://66.42.60.221:6001/687125ac000a95770204df7928a7f934.ts
湾区卫视频晴,P2p://66.42.60.221:6001/686b4473000b7fec04cce52966647627.ts
云南卫视频晴,P2p://66.42.60.221:6001/687119b40000d42e01d61c3a6e2de654.ts
东南卫视频晴,P2p://66.42.60.221:6001/6871270500074b7f020a22494b3c88f1.ts
海南卫视频晴,P2p://66.42.60.221:6001/687119f9000c080101d72ca08b5ab8ee.ts
青海卫视频晴,P2p://66.42.60.221:6001/68711b4e00011eda01dc5dddbd2ccd8c.ts
宁夏卫视频晴,P2p://66.42.60.221:6001/68711b2e000cf19f01dbe3e4b6d85383.ts
陕西卫视频晴,P2p://66.42.60.221:6001/68711a1b0008a7c201d7b093a02cade2.ts
新疆卫视频晴,P2p://66.42.60.221:6001/68711ac7000d730101da51adec879fb8.ts
甘肃卫视频晴,P2p://66.42.60.221:6001/68711a470007ee2c01d85c4361784c9d.ts
吉林卫视频晴,P2p://66.42.60.221:6001/6871272b0004097d020ab5e4b9027b3e.ts
西藏卫视频晴,P2p://66.42.60.221:6001/68711a9f0007e1fe01d9b400f195c98c.ts
内蒙古视频晴,P2p://66.42.60.221:6001/68711b0f0001c47201db67efec857727.ts
黑龙江视频晴,P2p://66.42.60.221:6001/687124b7000e845d020123733882c8e7.ts
特区频晴,#genre#
Plus综合频晴,P2p://66.42.60.221:6001/685e18e8000bfd41028d24f21bf18a5d.ts
pₒₚc电影频晴,P2p://66.42.60.221:6001/685e195d0004f808028eec2e53900c87.ts
Now星影频晴,P2p://66.42.60.221:6001/6864b0ff00066f7604dcaf91e2d57eba.ts
Now爆谷频晴,P2p://66.42.60.221:6001/6864b12e00055f6704dd66e3a66e4630.ts
凤凰中文频晴,p2p://66.42.60.221:6001/685df86c0008242d020e3f968187001a.ts
凤凰资讯频晴,p2p://66.42.60.221:6001/685df883000504af020e98a17e75ce1b.ts
凤凰香港频晴,p2p://66.42.60.221:6001/685df89f000ee95f020f0889091f78c7.ts
中天新闻频晴,P2p://66.42.60.221:6001/684f89d200086f6c0d14c5361a8e4371.ts
有线新闻频晴,P2p://66.42.60.221:6001/6861efed0006be7c04673c62251b1532.ts
无线新闻频晴,P2p://66.42.60.221:6001/685e18ac0004fb8a028c38c7d5bbe88d.ts
无线翡翠频晴,P2p://66.42.60.221:6001/685e18c5000e9946028c9ce57d050f51.ts
无线功夫频晴,P2p://66.42.60.221:6001/685dfcdd00050115021f9830cd6a6720.ts
无线经典频晴,P2p://66.42.60.221:6001/68623e45000d64ef0072e8839e833b0d.ts
天映经典频晴,P2p://66.42.60.221:6001/685e193f0009feb3028e784717357704.ts
天映频道频晴,p2p://66.42.60.221:6001/687285a9000883bc023d79056883b84e.ts
星空卫视频晴,p2p://66.42.60.221:6001/685df854000154de020de017cbd051b6.ts
RTHK-31频晴,P2p://66.42.60.221:6001/6861ee5e0006793e046125b803a989a9.ts
RTHK-32频晴,P2p://66.42.60.221:6001/6861efac0001e50c04663d3c65679958.ts
ViuTV-英频晴,P2p://66.42.60.221:6001/6861efcb000da1620466b95562f4449a.ts
HUB娱家频晴,p2p://66.42.60.221:6001/68623e270009137c0072723853ee12d8.ts
HUB都会频晴,p2p://66.42.60.221:6001/68623e07000444330071f3fd49bb60be.ts
新传媒八频晴,p2p://66.42.60.221:6001/68623f6700079d40007753d8eb724a8a.ts
爱奇影剧频晴,p2p://66.42.60.221:6001/685e19800003eb59028f74a1937e2de8.ts
Astroaec频晴,p2p://66.42.60.221:6001/6872860a000a659a023ef4683c036ec0.ts
Astr'欢喜频晴,p2p://66.42.60.221:6001/687285d0000eccd3023e12f96758d496.ts
闽南频晴,#genre#
中天新闻频晴,P2p://66.42.60.221:6001/684f89d200086f6c0d14c5361a8e4371.ts
寰宇新闻频晴,P2p://66.42.60.221:6001/685df83500001c36020d66af0d51eae8.ts
东森新闻频晴,P2p://66.42.60.221:6001/68541ccf000e63a705322cf3e4e78c5d.ts
tvbs新闻频晴,P2p://66.42.60.221:6001/68541f1500028c05053b0b5b056b0aa1.ts
年代新闻频晴,P2p://66.42.60.221:6001/685421700000773e05443e4a83f6950b.ts
非凡新闻频晴,P2p://66.42.60.221:6001/685d5e2c000965e60200f5f21adf72b0.ts
闽壹新闻频晴,p2p://66.42.60.221:6001/685c99fc000d74b80428f89279fbc2e6.ts
民视新闻频晴,P2p://66.42.60.221:6001/68541f440008cd79053bc48d70874625.ts
中视新闻频晴,P2p://66.42.60.221:6001/6858be82000820481749ce9054976b22.ts
华视新闻频晴,P2p://66.42.60.221:6001/6858bf2c00062100174c661d5e589772.ts
tvbs闽南频晴,P2p://66.42.60.221:6001/68541f6f000bdb57053c6d4de974af11.ts
BBC闽南频晴,P2p://66.42.60.221:6001/685c83060000431b03cf44417802c0ce.ts
公视闽南频晴,P2p://66.42.60.221:6001/685cfadd0000d0f4007d0728d209ef85.ts
民视闽南频晴,P2p://66.42.60.221:6001/6858beda00019c4d174b24a51af6d84e.ts
中视闽南频晴,P2p://66.42.60.221:6001/6858be6a000dc97a17497243aabfae87.ts
华视闽南频晴,P2p://66.42.60.221:6001/6858bf140005e473174c084e016edfc4.ts
台视闽南频晴,P2p://66.42.60.221:6001/6858bf4e0001af22174ce9ca5d7fc861.ts
小公闽南频晴,P2p://66.42.60.221:6001/685cfb26000a30f6007e26b6532c61c4.ts
霹雳闽南频晴,P2p://66.42.60.221:6001/6861f31a000c6fb50473a59fee464402.ts
东森电影频晴,p2p://66.42.60.221:6001/685cae7d000d2f6d047910683127f53e.ts
纬来电影频晴,p2p://66.42.60.221:6001/68541a330008f4d20527fa2f6ffa3569.ts
龙华电影频晴,P2p://66.42.60.221:6001/685dfa96000f21cd0216b570bdbb2cad.ts
龙祥电影频晴,p2p://66.42.60.221:6001/68541c90000ba4ad05313627a4462710.ts
民视第一频晴,P2p://66.42.60.221:6001/68590aee0006b1bc18745412f701500f.ts
民视台湾频晴,P2p://66.42.60.221:6001/6858bef90004bef6174b9e8b40c92d32.ts
中视经典频晴,p2p://66.42.60.221:6001/68623f4b000d68e00076e7f463e27c90.ts
中视菁采频晴,p2p://66.42.60.221:6001/68623f350006485300769031503629d3.ts
台视财经频晴,P2p://66.42.60.221:6001/6861f2b3000694f2047211c7d8575745.ts
台视综合频晴,P2p://66.42.60.221:6001/68541f96000b2102053d05759561beb2.ts
台视综合频晴,P2p://66.42.60.221:6001/6858bf65000d30fd174d4694a0af9d09.ts
龙华戏剧频晴,P2p://66.42.60.221:6001/685dfa7f000b644602165aa31cb10bad.ts
龙华洋片频晴,P2p://66.42.60.221:6001/685df8d9000bb59a020fea48b421a766.ts
靖天日本频晴,p2p://66.42.60.221:6001/685420950009bf360540e9328040d3c6.ts
动物星球频晴,P2p://66.42.60.221:6001/6861f06200044e87046904ca491927d6.ts
卡通频道频晴,P2p://66.42.60.221:6001/6861f37600035be304750aac87c78264.ts
MO_亲子频晴,P2p://66.42.60.221:6001/685422d00001adc705499d9aab31ba23.ts
MTV音乐频晴,P2p://66.42.60.221:6001/685422fb000ae70c054a47ee21f1bc5a.ts
公视台语频晴,P2p://66.42.60.221:6001/685cfb0800056c90007db04eca9232ad.ts
东森幼幼频晴,P2p://66.42.60.221:6001/685cfb720002f6a9007f4dbdc3e9b8e4.ts
东森亚洲频晴,P2p://66.42.60.221:6001/685cfb490001265a007ead1efa965f80.ts
八大第一频晴,P2p://66.42.60.221:6001/685d5d86000e355201fe6ebe3b4b574c.ts
八大戏剧频晴,P2p://66.42.60.221:6001/685d5dfd00061e4802003d838d190de7.ts
八大综合频晴,P2p://66.42.60.221:6001/685d5dbd000be5aa01ff44fe40c00bed.ts
三立戏剧频晴,P2p://66.42.60.221:6001/68542200000efc32054674827c8007f3.ts
三立台湾频晴,P2p://66.42.60.221:6001/685d6ce2000e0a9f023a6e132af5374b.ts
三立都会频晴,P2p://66.42.60.221:6001/6854219f000aeaac0544f88f024fb649.ts
三立综合频晴,p2p://66.42.60.221:6001/685d6cbb0009eff00239d4aebeb1ab86.ts
东森综合频晴,P2p://66.42.60.221:6001/68590b5c00075b0f187601ee98d1e50c.ts
中天综合频晴,p2p://66.42.60.221:6001/685cfbb500042c6b008053c4f75474b8.ts
中天娱乐频晴,p2p://66.42.60.221:6001/685cfbcc000e9e080080b0480e8eac1e.ts
中天亚洲频晴,p2p://66.42.60.221:6001/685cfbeb000d67160081291138e886cc.ts
东森戏剧频晴,p2p://66.42.60.221:6001/685caec600096b29047a2c992fcdd12a.ts
tvbs欢乐频晴,p2p://66.42.60.221:6001/685dfae30003bcf10217df4d1f9acbe0.ts
年代综合频晴,p2p://66.42.60.221:6001/685df8bc000abd7c020f78c09cf9626b.ts
东森财经频晴,P2p://66.42.60.221:6001/685caee70003be38047aac0d07662d46.ts
东森洋片频晴,P2p://66.42.60.221:6001/685caea2000d60980479a0fd57e990f4.ts
华纳电影频晴,P2p://66.42.60.221:6001/6861f2d50008938c0472971a61256158.ts
CINE_MAX晴,P2p://66.42.60.221:6001/685dfbcd000b6a50021b73545cbf26f1.ts
catc电影频晴,P2p://66.42.60.221:6001/685d6d13000ac35b023b2ca4f9d94bf7.ts
靖天国际频晴,P2p://66.42.60.221:6001/68542010000cfcaf053ee27f7cacadad.ts
美食星球频晴,P2p://66.42.60.221:6001/6861f0450005aab8046893db58b9561b.ts
旅游生活频晴,P2p://66.42.60.221:6001/685c998800094e46042732621cfddbbe.ts
亚洲旅游频晴,P2p://66.42.60.221:6001/685c82be0001c6ce03ce2b642a01922c.ts
EYE-旅游频晴,P2p://66.42.60.221:6001/685c85a3000eb69103d97d3cd63286f1.ts
EYE-戏剧频晴,P2p://66.42.60.221:6001/685ca06d00088591044220b73dbd97e2.ts
纬来戏剧频晴,p2p://66.42.60.221:6001/685d6c520007ade2023839f2fbc30c54.ts
纬来综合频晴,P2p://66.42.60.221:6001/685d6c76000ae84b0238c765987c6a64.ts
纬来日本频晴,P2p://66.42.60.221:6001/6854223f0006edae0547688a0ffd698e.ts
纬来育乐频晴,P2p://66.42.60.221:6001/68590acd0008da7a1873d3b82f17291b.ts
纬来体育频晴,P2p://66.42.60.221:6001/68541c28000d1305052fa044933683cd.ts
JET-综合频晴,P2p://66.42.60.221:6001/6861f2f3000ade8404730ce0fcc37295.ts
闽南戏剧频晴,p2p://66.42.60.221:6001/685423230006ca5a054ae3213f56c923.ts
Z-电视频道晴,P2p://66.42.60.221:6001/685c99c80002d49004282aba7a33d98d.ts
NBA_TV频晴,p2p://66.42.60.221:6001/685420bf000af96e05418d937e5d0f38.ts
WWE-综频晴,p2p://66.42.60.221:6001/685c8327000f2f1d03cfc8fbc7708a60.ts
龙华偶像频晴,P2p://66.42.60.221:6001/685dfab700018f90021732de54182ac5.ts
靖洋卡通频晴,P2p://66.42.60.221:6001/685421450004c6900543976d9560f5ac.ts
靖天卡通频晴,P2p://66.42.60.221:6001/6854206e000b2b620540513883e54bcd.ts
Nick频道频晴,P2p://66.42.60.221:6001/6861f33b0009607b047425be9103ec74.ts
爱尔达影剧晴,P2p://66.42.60.221:6001/685bafb200091eae0095c666b152d972.ts
爱尔达综合晴,P2p://66.42.60.221:6001/68590b740008da7d187660107403b130
爱尔达贰频晴,P2p://66.42.60.221:6001/685c85ee00089a0503daa0a448215888.ts
爱尔达肆频晴,P2p://66.42.60.221:6001/685caf0e0003af0b047b4461c414bc37.ts
博斯高球壹晴,P2p://66.42.60.221:6001/685bae9a00044db000917f6aa28037d1.ts
博斯高球贰晴,P2p://66.42.60.221:6001/685baec10003eaeb009217a93bbeb284.ts
博斯网球频晴,P2p://66.42.60.221:6001/685c9fc500026c4f043f8ee71fffca91.ts
博斯无限壹晴,P2p://66.42.60.221:6001/685c9ffe0007851f04406edd8da76401.ts
博斯运动壹晴,P2p://66.42.60.221:6001/685ca024000b03a8044104328f201c15.ts
博斯运动贰晴,P2p://66.42.60.221:6001/685ca0450005b0ac044183bd06c65535.ts
Bein_体1频晴,p2p://66.42.60.221:6001/6854228f000e194d0548a2e071eda2f5.ts
美亚电影频晴,P2p://66.42.60.221:6001/685419de00068a9b0526ad8869f869b3.ts
amc电影频晴,P2p://66.42.60.221:6001/685d5e5a000bcf230201aa40b28d9d6d.ts
好莱电影频晴,P2p://66.42.60.221:6001/68526c21000590cc1858c9128b7d175b.ts
AxN电影频晴,P2p://66.42.60.221:6001/685d6d2d0006f86f023b913bb65b6913.ts
HBO电影频晴,P2p://66.42.60.221:6001/68541bca00074e8b052e2f9a6d805921.ts
HBOHItS频晴,P2p://66.42.60.221:6001/68541ff200030e0c053e6ac4531f1793.ts
HBO家庭频晴,P2p://66.42.60.221:6001/684f7bcc000ebd6c0cddff63d5f511b1.ts
HBO原创频晴,P2p://66.42.60.221:6001/68541c50000dad1a05303cacbbb72c29.ts
bbcearth频晴,P2p://66.42.60.221:6001/685c82e4000578af03cec0c7e3a5a477.ts
discover-频晴,P2p://66.42.60.221:6001/68590b450002432a1875a6c8857c8476.ts
科学频道频晴,P2p://66.42.60.221:6001/6861f0290009c7d20468278907e5bf61.ts
DMAX频道晴,P2p://66.42.60.221:6001/685baef90003216c0092f235d4c937eb.ts
DMAX频道晴,P2p://66.42.60.221:6001/685c834e0006ad2603d05f26deba4f26.ts
ESPN-综频晴,P2p://66.42.60.221:6001/68590b870009696e1876aa6c7da728bb.ts
Etto综合频晴,P2p://66.42.60.221:6001/6861f28b0005cc5b04717554af1cd6ed.ts
罪案侦辑频晴,P2p://66.42.60.221:6001/68590b110007464f1874dcf0dbc34a16.ts
